Address,Place,City,State,Phone,Zip,CountryCode,Country,Location,Latitude,Longitude,geometry
"['Street:  12 B Jalan Lapangan Terbang Medan Gopeng', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 5138887', 'Zip code  31350', 'Country calling code  +60', 'Country  Malaysia']",12 B Jalan Lapangan Terbang Medan Gopeng,Ipoh,Perak,(605) 5138887,31350,60,Malaysia,"12 B Jalan Lapangan Terbang Medan Gopeng, Ipoh, Perak",4.5720584,101.1117711,POINT (101.1117711 4.5720584)
"['Street:  2 74 Jln 8/62A Bandar Menjalara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036277-6611', 'Zip code  52200', 'Country calling code  +60', 'Country  Malaysia']",2 74 Jln 8/62A Bandar Menjalara,Kuala Lumpur,Wilayah Persekutuan,036277-6611,52200,60,Malaysia,"2 74 Jln 8/62A Bandar Menjalara, Kuala Lumpur, Wilayah Persekutuan",3.1924682,101.6289197,POINT (101.6289197 3.1924682)
"['Street:  Jalan Midah 7, Taman Midah,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-91306926', 'Zip code  56000', 'Country calling code  +60', 'Country  Malaysia']","Jalan Midah 7, Taman Midah,",Kuala Lumpur,Wilayah Persekutuan,03-91306926,56000,60,Malaysia,"Jalan Midah 7, Taman Midah,, Kuala Lumpur, Wilayah Persekutuan",3.1007974,101.7307298,POINT (101.7307298 3.1007974)
"['Street:  Ampang , , Ampang', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  012 322 2127', 'Zip code  68100', 'Country calling code  +60', 'Country  Malaysia']","Ampang , , Ampang",Klang,Selangor,012 322 2127,68100,60,Malaysia,"Ampang , , Ampang, Klang, Selangor",3.15025555,101.76021009194159,POINT (101.76021009194159 3.15025555)
"['Street:  Batu 5, Kampung Jawa, 41000', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 3324-5633', 'Zip code  10463', 'Country calling code  +60', 'Country  Malaysia']","Batu 5, Kampung Jawa, 41000",Klang,Selangor,+60 (0)3 3324-5633,10463,60,Malaysia,"Batu 5, Kampung Jawa, 41000, Klang, Selangor",3.025968,101.479805,POINT (101.479805 3.025968)
"['Street:  No. 351, Taman Peringgit Jaya,', 'City:   Melaka', 'State/province/area:    Melaka', 'Phone number  +60 (0)6 283-9857', 'Zip code  75400', 'Country calling code  +60', 'Country  Malaysia']","No. 351, Taman Peringgit Jaya,",Melaka,Melaka,+60 (0)6 283-9857,75400,60,Malaysia,"No. 351, Taman Peringgit Jaya,, Melaka, Melaka",2.2164858,102.2536633,POINT (102.2536633 2.2164858)
"['Street:  57, JALAN WANGSA JAYA TAMAN WANGSA JAYA,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  6034149 5454', 'Zip code  53300', 'Country calling code  +60', 'Country  Malaysia']","57, JALAN WANGSA JAYA TAMAN WANGSA JAYA,",Kuala Lumpur,Wilayah Persekutuan,6034149 5454,53300,60,Malaysia,"57, JALAN WANGSA JAYA TAMAN WANGSA JAYA,, Kuala Lumpur, Wilayah Persekutuan",3.1925891,101.7265248,POINT (101.7265248 3.1925891)
"['Street:  376A Jalan Tuanku Abdul Rahman', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032692-7214', 'Zip code  50100', 'Country calling code  +60', 'Country  Malaysia']",376A Jalan Tuanku Abdul Rahman,Kuala Lumpur,Wilayah Persekutuan,032692-7214,50100,60,Malaysia,"376A Jalan Tuanku Abdul Rahman, Kuala Lumpur, Wilayah Persekutuan",3.1532837,101.6965883,POINT (101.6965883 3.1532837)
"['Street:  No. 1 Jln Tun Sambanthan 1', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032274-1584', 'Zip code  50470', 'Country calling code  +60', 'Country  Malaysia']",No. 1 Jln Tun Sambanthan 1,Kuala Lumpur,Wilayah Persekutuan,032274-1584,50470,60,Malaysia,"No. 1 Jln Tun Sambanthan 1, Kuala Lumpur, Wilayah Persekutuan",3.127239,101.6829937,POINT (101.6829937 3.127239)
"['Street:  70 Jalan Padi Mahsuri 9 Bandar Baru Uda', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 2363232', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",70 Jalan Padi Mahsuri 9 Bandar Baru Uda,Johor Bahru,Johor,(607) 2363232,81200,60,Malaysia,"70 Jalan Padi Mahsuri 9 Bandar Baru Uda, Johor Bahru, Johor",1.493198,103.7184023,POINT (103.7184023 1.493198)
"['Street:  A25 Jln Kuang Bulan Taman Kepong', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036272-3656', 'Zip code  52100', 'Country calling code  +60', 'Country  Malaysia']",A25 Jln Kuang Bulan Taman Kepong,Kuala Lumpur,Wilayah Persekutuan,036272-3656,52100,60,Malaysia,"A25 Jln Kuang Bulan Taman Kepong, Kuala Lumpur, Wilayah Persekutuan",3.2020942,101.6391488,POINT (101.6391488 3.2020942)
"['Street:  No. 63 Jln Bijeh Timah', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05254-0150', 'Zip code  30000', 'Country calling code  +60', 'Country  Malaysia']",No. 63 Jln Bijeh Timah,Ipoh,Perak,05254-0150,30000,60,Malaysia,"No. 63 Jln Bijeh Timah, Ipoh, Perak",4.5968701,101.0790986,POINT (101.0790986 4.5968701)
"['Street:  97 Jalan Batu Unjur 2 Taman Bayu Perdana', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (666) 3927366', 'Zip code  41200', 'Country calling code  +60', 'Country  Malaysia']",97 Jalan Batu Unjur 2 Taman Bayu Perdana,Klang,Selangor,(666) 3927366,41200,60,Malaysia,"97 Jalan Batu Unjur 2 Taman Bayu Perdana, Klang, Selangor",3.0158961,101.4322025,POINT (101.4322025 3.0158961)
"['Street:  268 G Jln Sungai Padungan Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08225-9441', 'Zip code  93100', 'Country calling code  +60', 'Country  Malaysia']",268 G Jln Sungai Padungan Kuching,Kuching,Sarawak,08225-9441,93100,60,Malaysia,"268 G Jln Sungai Padungan Kuching, Kuching, Sarawak",1.5568348,110.3587174,POINT (110.3587174 1.5568348)
"['Street:  Ipoh, D.R,', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  055462860', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']","Ipoh, D.R,",Ipoh,Perak,055462860,31400,60,Malaysia,"Ipoh, D.R,, Ipoh, Perak",4.6206335,101.1194941,POINT (101.1194941 4.6206335)
"['Street:  15 Jln Kovil Hilir', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034044-4115', 'Zip code  51100', 'Country calling code  +60', 'Country  Malaysia']",15 Jln Kovil Hilir,Kuala Lumpur,Wilayah Persekutuan,034044-4115,51100,60,Malaysia,"15 Jln Kovil Hilir, Kuala Lumpur, Wilayah Persekutuan",3.1787076,101.6897098,POINT (101.6897098 3.1787076)
"['Street:  No. 156 Jln Bendahara', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05253-7648', 'Zip code  31650', 'Country calling code  +60', 'Country  Malaysia']",No. 156 Jln Bendahara,Ipoh,Perak,05253-7648,31650,60,Malaysia,"No. 156 Jln Bendahara, Ipoh, Perak",4.5885888,101.081,POINT (101.081 4.5885888)
"['Street:  Jalan Ros Merah 2/2, Taman Jaya,', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  +60 (0)7 355-1313', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Ros Merah 2/2, Taman Jaya,",Johor Bahru,Johor,+60 (0)7 355-1313,81100,60,Malaysia,"Jalan Ros Merah 2/2, Taman Jaya,, Johor Bahru, Johor",1.5332863,103.7963546,POINT (103.7963546 1.5332863)
"['Street:  62 Jln Gasing Seksyen 5 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037958-8816', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']",62 Jln Gasing Seksyen 5 Petaling Jaya,Petaling Jaya,Selangor,037958-8816,46000,60,Malaysia,"62 Jln Gasing Seksyen 5 Petaling Jaya, Petaling Jaya, Selangor",3.0929478,101.6517575,POINT (101.6517575 3.0929478)
"['Street:  No. 6 A Jln Istana', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033371-8034', 'Zip code  41000', 'Country calling code  +60', 'Country  Malaysia']",No. 6 A Jln Istana,Klang,Selangor,033371-8034,41000,60,Malaysia,"No. 6 A Jln Istana, Klang, Selangor",3.0393365,101.4482841,POINT (101.4482841 3.0393365)
"['Street:  10 Jalan Gambus 4 Taman Desawan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 33232521', 'Zip code  41200', 'Country calling code  +60', 'Country  Malaysia']",10 Jalan Gambus 4 Taman Desawan,Klang,Selangor,(603) 33232521,41200,60,Malaysia,"10 Jalan Gambus 4 Taman Desawan, Klang, Selangor",3.0032571,101.4431646,POINT (101.4431646 3.0032571)
"['Street:  No. 17 Jln Balai Polis', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  031031-2831', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']",No. 17 Jln Balai Polis,Kuala Lumpur,Wilayah Persekutuan,031031-2831,50000,60,Malaysia,"No. 17 Jln Balai Polis, Kuala Lumpur, Wilayah Persekutuan",3.1412949,101.6971747,POINT (101.6971747 3.1412949)
"['Street:  19A JLN LAPANGAN TERBANG LAMA', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  062148-3962', 'Zip code  50460', 'Country calling code  +60', 'Country  Malaysia']",19A JLN LAPANGAN TERBANG LAMA,Kuala Lumpur,Wilayah Persekutuan,062148-3962,50460,60,Malaysia,"19A JLN LAPANGAN TERBANG LAMA, Kuala Lumpur, Wilayah Persekutuan",3.1197347,101.702635,POINT (101.702635 3.1197347)
"['Street:  65B Lebuh Melaka', 'City:   Georgetown', 'State/province/area:    Pulau Pinang', 'Phone number  604 273 8299 604 273', 'Zip code  10400', 'Country calling code  +60', 'Country  Malaysia']",65B Lebuh Melaka,Georgetown,Pulau Pinang,604 273 8299 604 273,10400,60,Malaysia,"65B Lebuh Melaka, Georgetown, Pulau Pinang",5.4139533,100.3222369,POINT (100.3222369 5.4139533)
"['Street:  1334 Jalan Pasir Pinji', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 2537257', 'Zip code  31650', 'Country calling code  +60', 'Country  Malaysia']",1334 Jalan Pasir Pinji,Ipoh,Perak,(605) 2537257,31650,60,Malaysia,"1334 Jalan Pasir Pinji, Ipoh, Perak",4.5807094500000005,101.08528725,POINT (101.08528725 4.5807094500000005)
"['Street:  212A Jalan Bercham Taman Ria', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 5450842', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",212A Jalan Bercham Taman Ria,Ipoh,Perak,(605) 5450842,31400,60,Malaysia,"212A Jalan Bercham Taman Ria, Ipoh, Perak",4.6257469,101.1214491,POINT (101.1214491 4.6257469)
"['Street:  7 JLN 51/205 SEKSYEN 51 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037781-5127', 'Zip code  46050', 'Country calling code  +60', 'Country  Malaysia']",7 JLN 51/205 SEKSYEN 51 Petaling Jaya,Petaling Jaya,Selangor,037781-5127,46050,60,Malaysia,"7 JLN 51/205 SEKSYEN 51 Petaling Jaya, Petaling Jaya, Selangor",3.0915352,101.6323288,POINT (101.6323288 3.0915352)
"['Street:  Jalan Dagang Sb 4/1, Taman Sungai Besi Indah,', 'City:   Seri Kembangan', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 8945-9181', 'Zip code  43300', 'Country calling code  +60', 'Country  Malaysia']","Jalan Dagang Sb 4/1, Taman Sungai Besi Indah,",Seri Kembangan,Selangor,+60 (0)3 8945-9181,43300,60,Malaysia,"Jalan Dagang Sb 4/1, Taman Sungai Besi Indah,, Seri Kembangan, Selangor",3.0248108,101.7164955,POINT (101.7164955 3.0248108)
"['Street:  310 Jalan Besar Pandamaran Port Pelabuhan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033168-4524', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']",310 Jalan Besar Pandamaran Port Pelabuhan,Klang,Selangor,033168-4524,42000,60,Malaysia,"310 Jalan Besar Pandamaran Port Pelabuhan, Klang, Selangor",3.0070485,101.4145934,POINT (101.4145934 3.0070485)
"['Street:  No. 164 Jln Gopeng', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05312-4165', 'Zip code  31350', 'Country calling code  +60', 'Country  Malaysia']",No. 164 Jln Gopeng,Ipoh,Perak,05312-4165,31350,60,Malaysia,"No. 164 Jln Gopeng, Ipoh, Perak",4.559199,101.1122133,POINT (101.1122133 4.559199)
"['Street:  22, Jalan Imbi,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2148-7239', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']","22, Jalan Imbi,",Kuala Lumpur,Wilayah Persekutuan,03-2148-7239,55100,60,Malaysia,"22, Jalan Imbi,, Kuala Lumpur, Wilayah Persekutuan",3.143591,101.7105115839154,POINT (101.7105115839154 3.143591)
"['Street:  42 Persiaran Raja Muda Musa', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  60333725852', 'Zip code  41100', 'Country calling code  +60', 'Country  Malaysia']",42 Persiaran Raja Muda Musa,Klang,Selangor,60333725852,41100,60,Malaysia,"42 Persiaran Raja Muda Musa, Klang, Selangor",3.0022821,101.3981867,POINT (101.3981867 3.0022821)
"['Street:  2340B Jln Batu Caves Gombak', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036187-3956', 'Zip code  53100', 'Country calling code  +60', 'Country  Malaysia']",2340B Jln Batu Caves Gombak,Kuala Lumpur,Wilayah Persekutuan,036187-3956,53100,60,Malaysia,"2340B Jln Batu Caves Gombak, Kuala Lumpur, Wilayah Persekutuan",3.2345752,101.6720254,POINT (101.6720254 3.2345752)
"['Street:  Jln Sg Kandis Kampung Sungai Kandis', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033316-4616', 'Zip code  41000', 'Country calling code  +60', 'Country  Malaysia']",Jln Sg Kandis Kampung Sungai Kandis,Klang,Selangor,033316-4616,41000,60,Malaysia,"Jln Sg Kandis Kampung Sungai Kandis, Klang, Selangor",3.0310191,101.4871324,POINT (101.4871324 3.0310191)
"['Street:  26 Jln 52/18 Seksyen 52 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037955-5492', 'Zip code  46200', 'Country calling code  +60', 'Country  Malaysia']",26 Jln 52/18 Seksyen 52 Petaling Jaya,Petaling Jaya,Selangor,037955-5492,46200,60,Malaysia,"26 Jln 52/18 Seksyen 52 Petaling Jaya, Petaling Jaya, Selangor",3.0988477,101.6446434,POINT (101.6446434 3.0988477)
"['Street:  2 74 Jln 8/62A Bandar Menjalara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036277-6615', 'Zip code  52200', 'Country calling code  +60', 'Country  Malaysia']",2 74 Jln 8/62A Bandar Menjalara,Kuala Lumpur,Wilayah Persekutuan,036277-6615,52200,60,Malaysia,"2 74 Jln 8/62A Bandar Menjalara, Kuala Lumpur, Wilayah Persekutuan",3.1924682,101.6289197,POINT (101.6289197 3.1924682)
"['Street:  1 89 Jln Airport Kapit', 'City:   Kapit', 'State/province/area:    Sarawak', 'Phone number  6084796131', 'Zip code  96800', 'Country calling code  +60', 'Country  Malaysia']",1 89 Jln Airport Kapit,Kapit,Sarawak,6084796131,96800,60,Malaysia,"1 89 Jln Airport Kapit, Kapit, Sarawak",2.0154212,112.9334034,POINT (112.9334034 2.0154212)
"['Street:  2 74 Jln 8/62A Bandar Menjalara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036277-6660', 'Zip code  52200', 'Country calling code  +60', 'Country  Malaysia']",2 74 Jln 8/62A Bandar Menjalara,Kuala Lumpur,Wilayah Persekutuan,036277-6660,52200,60,Malaysia,"2 74 Jln 8/62A Bandar Menjalara, Kuala Lumpur, Wilayah Persekutuan",3.1924682,101.6289197,POINT (101.6289197 3.1924682)
"['Street:  No. 49 Jln Petaling', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032078-0129', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']",No. 49 Jln Petaling,Kuala Lumpur,Wilayah Persekutuan,032078-0129,50000,60,Malaysia,"No. 49 Jln Petaling, Kuala Lumpur, Wilayah Persekutuan",3.1439171,101.6976834,POINT (101.6976834 3.1439171)
"['Street:  PENAMPANG , KOTA KINABALU, SABAH', 'City:   Kota Kinabalu', 'State/province/area:    Sabah', 'Phone number  088-719671', 'Zip code  89500', 'Country calling code  +60', 'Country  Malaysia']","PENAMPANG , KOTA KINABALU, SABAH",Kota Kinabalu,Sabah,088-719671,89500,60,Malaysia,"PENAMPANG , KOTA KINABALU, SABAH, Kota Kinabalu, Sabah",5.9398099,116.0711847,POINT (116.0711847 5.9398099)
"['Street:  Bandar Pinggiran Subang, Section 1,', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 8060-1380', 'Zip code  40150', 'Country calling code  +60', 'Country  Malaysia']","Bandar Pinggiran Subang, Section 1,",Shah Alam,Selangor,+60 (0)3 8060-1380,40150,60,Malaysia,"Bandar Pinggiran Subang, Section 1,, Shah Alam, Selangor",3.1498523499999997,101.54981257497661,POINT (101.54981257497661 3.1498523499999997)
"['Street:  5401 Jln Ketumbar Taman Cheras', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039132-2891', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",5401 Jln Ketumbar Taman Cheras,Kuala Lumpur,Wilayah Persekutuan,039132-2891,56100,60,Malaysia,"5401 Jln Ketumbar Taman Cheras, Kuala Lumpur, Wilayah Persekutuan",3.103156,101.7443961,POINT (101.7443961 3.103156)
"['Street:  G 1270 Jln Rasah', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06762-5622', 'Zip code  70300', 'Country calling code  +60', 'Country  Malaysia']",G 1270 Jln Rasah,Seremban,Negeri Sembilan,06762-5622,70300,60,Malaysia,"G 1270 Jln Rasah, Seremban, Negeri Sembilan",2.7184166,101.94384,POINT (101.94384 2.7184166)
"['Street:  No. 5 Jalan SS 21/39, Damansara Uptown,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-7727-8673', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']","No. 5 Jalan SS 21/39, Damansara Uptown,",Petaling Jaya,Selangor,03-7727-8673,47400,60,Malaysia,"No. 5 Jalan SS 21/39, Damansara Uptown,, Petaling Jaya, Selangor",3.137155,101.6215557,POINT (101.6215557 3.137155)
"['Street:  17 19 Jalan Seenivasagam', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05242-5388', 'Zip code  30450', 'Country calling code  +60', 'Country  Malaysia']",17 19 Jalan Seenivasagam,Ipoh,Perak,05242-5388,30450,60,Malaysia,"17 19 Jalan Seenivasagam, Ipoh, Perak",4.5983776,101.0869741,POINT (101.0869741 4.5983776)
"['Street:  278 A Jalan Gopeng Gunung Rapat', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 3127664', 'Zip code  31350', 'Country calling code  +60', 'Country  Malaysia']",278 A Jalan Gopeng Gunung Rapat,Ipoh,Perak,(605) 3127664,31350,60,Malaysia,"278 A Jalan Gopeng Gunung Rapat, Ipoh, Perak",4.5758545,101.1099917,POINT (101.1099917 4.5758545)
"['Street:  Jalan Sungai Keramat 11, Taman Klang Utama Klang,', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  03-32911362', 'Zip code  42100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Sungai Keramat 11, Taman Klang Utama Klang,",Klang,Selangor,03-32911362,42100,60,Malaysia,"Jalan Sungai Keramat 11, Taman Klang Utama Klang,, Klang, Selangor",3.0872183,101.4221469,POINT (101.4221469 3.0872183)
"['Street:  No. 18 Jalan Istana', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033371-4141', 'Zip code  41000', 'Country calling code  +60', 'Country  Malaysia']",No. 18 Jalan Istana,Klang,Selangor,033371-4141,41000,60,Malaysia,"No. 18 Jalan Istana, Klang, Selangor",3.0393365,101.4482841,POINT (101.4482841 3.0393365)
"['Street:  33 Jalan Pandan 3/3', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039281-2991', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",33 Jalan Pandan 3/3,Kuala Lumpur,Wilayah Persekutuan,039281-2991,55100,60,Malaysia,"33 Jalan Pandan 3/3, Kuala Lumpur, Wilayah Persekutuan",3.13167,101.7375438,POINT (101.7375438 3.13167)
"['Street:  B 130 Jln Thamby Abdullah', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032274-9887', 'Zip code  50470', 'Country calling code  +60', 'Country  Malaysia']",B 130 Jln Thamby Abdullah,Kuala Lumpur,Wilayah Persekutuan,032274-9887,50470,60,Malaysia,"B 130 Jln Thamby Abdullah, Kuala Lumpur, Wilayah Persekutuan",3.1298738,101.6840482,POINT (101.6840482 3.1298738)
"['Street:  553 Jalan Sungai Rambai', 'City:   Bukit Mertajam', 'State/province/area:    Pulau Pinang', 'Phone number  6045392275', 'Zip code  14000', 'Country calling code  +60', 'Country  Malaysia']",553 Jalan Sungai Rambai,Bukit Mertajam,Pulau Pinang,6045392275,14000,60,Malaysia,"553 Jalan Sungai Rambai, Bukit Mertajam, Pulau Pinang",5.3639145,100.4553955,POINT (100.4553955 5.3639145)
"['Street:  32 Jln Mendaling', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  038736-3357', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",32 Jln Mendaling,Kajang,Selangor,038736-3357,43000,60,Malaysia,"32 Jln Mendaling, Kajang, Selangor",2.9923118,101.7867573,POINT (101.7867573 2.9923118)
"['Street:  16 Jalan Mutiara Emas 6/1 Taman Mount Austin', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 3574999', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",16 Jalan Mutiara Emas 6/1 Taman Mount Austin,Johor Bahru,Johor,(607) 3574999,81100,60,Malaysia,"16 Jalan Mutiara Emas 6/1 Taman Mount Austin, Johor Bahru, Johor",1.5426708,103.7775895,POINT (103.7775895 1.5426708)
"['Street:  134 Jln Tun H S Lee', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032078-2487', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']",134 Jln Tun H S Lee,Kuala Lumpur,Wilayah Persekutuan,032078-2487,50000,60,Malaysia,"134 Jln Tun H S Lee, Kuala Lumpur, Wilayah Persekutuan",3.1402101,101.6966326,POINT (101.6966326 3.1402101)
"['Street:  49A, Jalan Tun Abdul Aziz,', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  03-8736-3224', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']","49A, Jalan Tun Abdul Aziz,",Kajang,Selangor,03-8736-3224,43000,60,Malaysia,"49A, Jalan Tun Abdul Aziz,, Kajang, Selangor",2.9916001,101.7899004,POINT (101.7899004 2.9916001)
"['Street:  K353 Jln Kampung Tengah Kampung Tengah Cukai', 'City:   Cukai', 'State/province/area:    Terengganu', 'Phone number  6098591831', 'Zip code  24000', 'Country calling code  +60', 'Country  Malaysia']",K353 Jln Kampung Tengah Kampung Tengah Cukai,Cukai,Terengganu,6098591831,24000,60,Malaysia,"K353 Jln Kampung Tengah Kampung Tengah Cukai, Cukai, Terengganu",4.2300743,103.4265725,POINT (103.4265725 4.2300743)
"['Street:  1 Jln 3/125D Taman Desa Petaling', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039057-8795', 'Zip code  57100', 'Country calling code  +60', 'Country  Malaysia']",1 Jln 3/125D Taman Desa Petaling,Kuala Lumpur,Wilayah Persekutuan,039057-8795,57100,60,Malaysia,"1 Jln 3/125D Taman Desa Petaling, Kuala Lumpur, Wilayah Persekutuan",3.0827805,101.7047059,POINT (101.7047059 3.0827805)
"['Street:  Jln Sg Kandis Kampung Sungai Kandis', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033358-4658', 'Zip code  41000', 'Country calling code  +60', 'Country  Malaysia']",Jln Sg Kandis Kampung Sungai Kandis,Klang,Selangor,033358-4658,41000,60,Malaysia,"Jln Sg Kandis Kampung Sungai Kandis, Klang, Selangor",3.0310191,101.4871324,POINT (101.4871324 3.0310191)
"['Street:  19 Jalan Bukit Cagar', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07221-6321', 'Zip code  80300', 'Country calling code  +60', 'Country  Malaysia']",19 Jalan Bukit Cagar,Johor Bahru,Johor,07221-6321,80300,60,Malaysia,"19 Jalan Bukit Cagar, Johor Bahru, Johor",1.4694156,103.766713,POINT (103.766713 1.4694156)
"['Street:  Jalan 30/56 Setiawangsa', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-42585358', 'Zip code  54200', 'Country calling code  +60', 'Country  Malaysia']",Jalan 30/56 Setiawangsa,Kuala Lumpur,Wilayah Persekutuan,03-42585358,54200,60,Malaysia,"Jalan 30/56 Setiawangsa, Kuala Lumpur, Wilayah Persekutuan",3.1801242,101.7468672,POINT (101.7468672 3.1801242)
"['Street:  C12-1, Jalan Ss 15/4D,', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 5638-7156', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']","C12-1, Jalan Ss 15/4D,",Subang Jaya,Selangor,+60 (0)3 5638-7156,47500,60,Malaysia,"C12-1, Jalan Ss 15/4D,, Subang Jaya, Selangor",3.075113,101.586411,POINT (101.586411 3.075113)
"['Street:  37 Jalan Melayu', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032698-6932', 'Zip code  51000', 'Country calling code  +60', 'Country  Malaysia']",37 Jalan Melayu,Kuala Lumpur,Wilayah Persekutuan,032698-6932,51000,60,Malaysia,"37 Jalan Melayu, Kuala Lumpur, Wilayah Persekutuan",3.1504801,101.696282,POINT (101.696282 3.1504801)
"['Street:  hentian duta persiaran duta', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  603 62033039', 'Zip code  50480', 'Country calling code  +60', 'Country  Malaysia']",hentian duta persiaran duta,Kuala Lumpur,Wilayah Persekutuan,603 62033039,50480,60,Malaysia,"hentian duta persiaran duta, Kuala Lumpur, Wilayah Persekutuan",3.171417,101.67404683196281,POINT (101.67404683196281 3.171417)
"['Street:  8 Jln Kemajuan Desa Rahmat', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07235-2954', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",8 Jln Kemajuan Desa Rahmat,Johor Bahru,Johor,07235-2954,81200,60,Malaysia,"8 Jln Kemajuan Desa Rahmat, Johor Bahru, Johor",1.501621,103.707975,POINT (103.707975 1.501621)
