Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  117 1 Jln Petanak Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08224-5195', 'Zip code  93100', 'Country calling code  +60', 'Country  Malaysia']",117 1 Jln Petanak Kuching,Kuching,Sarawak,08224-5195,93100,+60,Malaysia,"117 1 Jln Petanak Kuching, Kuching, Sarawak"
"['Street:  No. 26 1St Floor Jln Manis 1 Taman Segar', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039130-1613', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",No. 26 1St Floor Jln Manis 1 Taman Segar,Kuala Lumpur,Wilayah Persekutuan,039130-1613,56100,+60,Malaysia,"No. 26 1St Floor Jln Manis 1 Taman Segar, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Unit 5D Level 5 Wisma Kraftangan 9 Jalan Tun Perak', 'City:  Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 26918024', 'Zip code  50050', 'Country calling code  +60', 'Country  Malaysia']",Unit 5D Level 5 Wisma Kraftangan 9 Jalan Tun Perak,City:  Kuala Lumpur,Wilayah Persekutuan,(603) 26918024,50050,+60,Malaysia,"Unit 5D Level 5 Wisma Kraftangan 9 Jalan Tun Perak, City:  Kuala Lumpur, Wilayah Persekutuan"
"['Street:  86K Jln Tampoi Taman Mulia', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07335-5396', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",86K Jln Tampoi Taman Mulia,Johor Bahru,Johor,07335-5396,81200,+60,Malaysia,"86K Jln Tampoi Taman Mulia, Johor Bahru, Johor"
"['Street:  25 Jln Petaling', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032026-0032', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']",25 Jln Petaling,Kuala Lumpur,Wilayah Persekutuan,032026-0032,50000,+60,Malaysia,"25 Jln Petaling, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 48A Jalan Petaling Utama 9 Batu 7 Off Jalan Klang Lama', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60377819396', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']",No. 48A Jalan Petaling Utama 9 Batu 7 Off Jalan Klang Lama,Petaling Jaya,Selangor,60377819396,46000,+60,Malaysia,"No. 48A Jalan Petaling Utama 9 Batu 7 Off Jalan Klang Lama, Petaling Jaya, Selangor"
"['Street:  12 Luh Pegoh Timur 7 Taman Lapangan Ria', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05322-8163', 'Zip code  31650', 'Country calling code  +60', 'Country  Malaysia']",12 Luh Pegoh Timur 7 Taman Lapangan Ria,Ipoh,Perak,05322-8163,31650,+60,Malaysia,"12 Luh Pegoh Timur 7 Taman Lapangan Ria, Ipoh, Perak"
"['Street:  12 Lot 756 Prime Subang Light Ind Park Jalan Subang 3', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  (603) 56341596', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']",12 Lot 756 Prime Subang Light Ind Park Jalan Subang 3,Petaling Jaya,Selangor,(603) 56341596,47500,+60,Malaysia,"12 Lot 756 Prime Subang Light Ind Park Jalan Subang 3, Petaling Jaya, Selangor"
"['Street:  139', 'City:   Jalan Bandar', 'State/province/area:    Kuala Terengganu Tere', 'Phone number  09-620-3251', 'Zip code  20100', 'Country calling code  +60', 'Country  Malaysia']",139,Jalan Bandar,Kuala Terengganu Tere,09-620-3251,20100,+60,Malaysia,"139, Jalan Bandar, Kuala Terengganu Tere"
"['Street:  No. 203 Jln Meru Batu 2 1/2 Kaw 19', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033341-3530', 'Zip code  41050', 'Country calling code  +60', 'Country  Malaysia']",No. 203 Jln Meru Batu 2 1/2 Kaw 19,Klang,Selangor,033341-3530,41050,+60,Malaysia,"No. 203 Jln Meru Batu 2 1/2 Kaw 19, Klang, Selangor"
"['Street:  9 3Rd Floor Lrg 6A/91 Taman Shamelin', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039281-6338', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",9 3Rd Floor Lrg 6A/91 Taman Shamelin,Kuala Lumpur,Wilayah Persekutuan,039281-6338,56100,+60,Malaysia,"9 3Rd Floor Lrg 6A/91 Taman Shamelin, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 1037 Jln Chempaka Kampung Sungai Kayu Ara', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037726-4751', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']",No. 1037 Jln Chempaka Kampung Sungai Kayu Ara,Petaling Jaya,Selangor,037726-4751,47400,+60,Malaysia,"No. 1037 Jln Chempaka Kampung Sungai Kayu Ara, Petaling Jaya, Selangor"
"['Street:  3491 Str Garden Jinjang Utara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036250-5841', 'Zip code  52000', 'Country calling code  +60', 'Country  Malaysia']",3491 Str Garden Jinjang Utara,Kuala Lumpur,Wilayah Persekutuan,036250-5841,52000,+60,Malaysia,"3491 Str Garden Jinjang Utara, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  64 Jalan Leong Sin Nam', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 2422142', 'Zip code  30300', 'Country calling code  +60', 'Country  Malaysia']",64 Jalan Leong Sin Nam,Ipoh,Perak,(605) 2422142,30300,+60,Malaysia,"64 Jalan Leong Sin Nam, Ipoh, Perak"
"[""Street:  Wisma Persekutuan, Jalan Dato' Abdul Kadir,"", 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06-762-3811', 'Zip code  70000', 'Country calling code  +60', 'Country  Malaysia']","Wisma Persekutuan, Jalan Dato' Abdul Kadir,",Seremban,Negeri Sembilan,06-762-3811,70000,+60,Malaysia,"Wisma Persekutuan, Jalan Dato' Abdul Kadir,, Seremban, Negeri Sembilan"
"['Street:  1St Floor Wisma O.C.M Jalan Hang Jebat', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032070-7041', 'Zip code  50150', 'Country calling code  +60', 'Country  Malaysia']",1St Floor Wisma O.C.M Jalan Hang Jebat,Kuala Lumpur,Wilayah Persekutuan,032070-7041,50150,+60,Malaysia,"1St Floor Wisma O.C.M Jalan Hang Jebat, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Kusta, 13 1/2 Miles,', 'City:   Sungai Buloh', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 3290-7982', 'Zip code  47000', 'Country calling code  +60', 'Country  Malaysia']","Jalan Kusta, 13 1/2 Miles,",Sungai Buloh,Selangor,+60 (0)3 3290-7982,47000,+60,Malaysia,"Jalan Kusta, 13 1/2 Miles,, Sungai Buloh, Selangor"
"['Street:  70 Jln Pasar', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  149221-6314', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",70 Jln Pasar,Kuala Lumpur,Wilayah Persekutuan,149221-6314,55100,+60,Malaysia,"70 Jln Pasar, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2 1/2 Miles, Jalan , Wilayah Persekutuan', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  03-4043-7171', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']","2 1/2 Miles, Jalan , Wilayah Persekutuan",Ipoh,Perak,03-4043-7171,51200,+60,Malaysia,"2 1/2 Miles, Jalan , Wilayah Persekutuan, Ipoh, Perak"
"['Street:  No. 164 Jln Gopeng', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05312-4192', 'Zip code  31350', 'Country calling code  +60', 'Country  Malaysia']",No. 164 Jln Gopeng,Ipoh,Perak,05312-4192,31350,+60,Malaysia,"No. 164 Jln Gopeng, Ipoh, Perak"
"['Street:  G Pejabat Daerah Petaling Jln Ss16/1 Ss16 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  035634-6718', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']",G Pejabat Daerah Petaling Jln Ss16/1 Ss16 Petaling Jaya,Petaling Jaya,Selangor,035634-6718,47500,+60,Malaysia,"G Pejabat Daerah Petaling Jln Ss16/1 Ss16 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  Amj Industrial Park, Section 34, 40460', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  +60 (0)4 660-7797', 'Zip code  11005', 'Country calling code  +60', 'Country  Malaysia']","Amj Industrial Park, Section 34, 40460",Shah Alam,Selangor,+60 (0)4 660-7797,11005,+60,Malaysia,"Amj Industrial Park, Section 34, 40460, Shah Alam, Selangor"
"['Street:  Jalan Raja Abdullah, Off Jalan Sultan Ismail,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-6275-3287', 'Zip code  50300', 'Country calling code  +60', 'Country  Malaysia']","Jalan Raja Abdullah, Off Jalan Sultan Ismail,",Kuala Lumpur,Wilayah Persekutuan,03-6275-3287,50300,+60,Malaysia,"Jalan Raja Abdullah, Off Jalan Sultan Ismail,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  G 58 Lbh Sekama Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  45233-7045', 'Zip code  93300', 'Country calling code  +60', 'Country  Malaysia']",G 58 Lbh Sekama Kuching,Kuching,Sarawak,45233-7045,93300,+60,Malaysia,"G 58 Lbh Sekama Kuching, Kuching, Sarawak"
"['Street:  29 Jalan 2 Batu Belah', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 2256716', 'Zip code  41000', 'Country calling code  +60', 'Country  Malaysia']",29 Jalan 2 Batu Belah,Klang,Selangor,(603) 2256716,41000,+60,Malaysia,"29 Jalan 2 Batu Belah, Klang, Selangor"
"['Street:  4Th Floor Bangunan Syed Kechik Jln Kapas Bukit Bandaraya', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03252-1158', 'Zip code  59100', 'Country calling code  +60', 'Country  Malaysia']",4Th Floor Bangunan Syed Kechik Jln Kapas Bukit Bandaraya,Kuala Lumpur,Wilayah Persekutuan,03252-1158,59100,+60,Malaysia,"4Th Floor Bangunan Syed Kechik Jln Kapas Bukit Bandaraya, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Stesen Minyak Shell Jln Templer Seksyen 1A Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037783-3775', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']",Stesen Minyak Shell Jln Templer Seksyen 1A Petaling Jaya,Petaling Jaya,Selangor,037783-3775,46000,+60,Malaysia,"Stesen Minyak Shell Jln Templer Seksyen 1A Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  62 Jln Raja Uda Kampung Bahru', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032691-2017', 'Zip code  50300', 'Country calling code  +60', 'Country  Malaysia']",62 Jln Raja Uda Kampung Bahru,Kuala Lumpur,Wilayah Persekutuan,032691-2017,50300,+60,Malaysia,"62 Jln Raja Uda Kampung Bahru, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Suite 905A 9Th Floor Wisma Hamzah Kwong Hing', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032032-1520', 'Zip code  50100', 'Country calling code  +60', 'Country  Malaysia']",Suite 905A 9Th Floor Wisma Hamzah Kwong Hing,Kuala Lumpur,Wilayah Persekutuan,032032-1520,50100,+60,Malaysia,"Suite 905A 9Th Floor Wisma Hamzah Kwong Hing, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Lot 21', 'City:  Kampung Sentosa', 'State/province/area:    Industrial Estate', 'Phone number  05-598-1237', 'Zip code  31100', 'Country calling code  +60', 'Country  Malaysia']",Lot 21,City:  Kampung Sentosa,Industrial Estate,05-598-1237,31100,+60,Malaysia,"Lot 21, City:  Kampung Sentosa, Industrial Estate"
"['Street:  77 Jalan Ros Merah 2/2 Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  6073540159', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",77 Jalan Ros Merah 2/2 Taman Jaya,Johor Bahru,Johor,6073540159,81100,+60,Malaysia,"77 Jalan Ros Merah 2/2 Taman Jaya, Johor Bahru, Johor"
"['Street:  1 85B Jln Canning Estate Taman', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05547-1717', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",1 85B Jln Canning Estate Taman,Ipoh,Perak,05547-1717,31400,+60,Malaysia,"1 85B Jln Canning Estate Taman, Ipoh, Perak"
"['Street:  14, Jalan 14/52 Section 14,Sgr', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  603 7574 6157', 'Zip code  47300', 'Country calling code  +60', 'Country  Malaysia']","14, Jalan 14/52 Section 14,Sgr",Petaling Jaya,Selangor,603 7574 6157,47300,+60,Malaysia,"14, Jalan 14/52 Section 14,Sgr, Petaling Jaya, Selangor"
"['Street:  Lot 7, Block A, Ground Floor', 'City:   Heritage Plaza', 'State/province/area:    Jalan Lintas', 'Phone number  088-72-5637', 'Zip code  88300', 'Country calling code  +60', 'Country  Malaysia']","Lot 7, Block A, Ground Floor",Heritage Plaza,Jalan Lintas,088-72-5637,88300,+60,Malaysia,"Lot 7, Block A, Ground Floor, Heritage Plaza, Jalan Lintas"
"['Street:  pusat bandar batang berjuntai, , batang berjuntai', 'City:   Batang Berjuntai', 'State/province/area:    Selangor', 'Phone number  03-32718089', 'Zip code  45600', 'Country calling code  +60', 'Country  Malaysia']","pusat bandar batang berjuntai, , batang berjuntai",Batang Berjuntai,Selangor,03-32718089,45600,+60,Malaysia,"pusat bandar batang berjuntai, , batang berjuntai, Batang Berjuntai, Selangor"
"['Street:  10 Jalan Gambus 4 Taman Desawan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 33232519', 'Zip code  41200', 'Country calling code  +60', 'Country  Malaysia']",10 Jalan Gambus 4 Taman Desawan,Klang,Selangor,(603) 33232519,41200,+60,Malaysia,"10 Jalan Gambus 4 Taman Desawan, Klang, Selangor"
"['Street:  No. 9 Jalan Brooke Drive', 'City:   Sibu', 'State/province/area:    Sarawak', 'Phone number  6084331129', 'Zip code  96000', 'Country calling code  +60', 'Country  Malaysia']",No. 9 Jalan Brooke Drive,Sibu,Sarawak,6084331129,96000,+60,Malaysia,"No. 9 Jalan Brooke Drive, Sibu, Sarawak"
"['Street:  Suite 11 1St Floor Wisma Ocm Jalan Hang Jebat', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032070-1992', 'Zip code  50150', 'Country calling code  +60', 'Country  Malaysia']",Suite 11 1St Floor Wisma Ocm Jalan Hang Jebat,Kuala Lumpur,Wilayah Persekutuan,032070-1992,50150,+60,Malaysia,"Suite 11 1St Floor Wisma Ocm Jalan Hang Jebat, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 57 5Th Floor Wisma Hua Jiang Jln Hang Lekiu', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032070-0248', 'Zip code  50100', 'Country calling code  +60', 'Country  Malaysia']",No. 57 5Th Floor Wisma Hua Jiang Jln Hang Lekiu,Kuala Lumpur,Wilayah Persekutuan,032070-0248,50100,+60,Malaysia,"No. 57 5Th Floor Wisma Hua Jiang Jln Hang Lekiu, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2691 Jln Cinta Alam Country Heights Kajang', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  60387372228', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",2691 Jln Cinta Alam Country Heights Kajang,Kajang,Selangor,60387372228,43000,+60,Malaysia,"2691 Jln Cinta Alam Country Heights Kajang, Kajang, Selangor"
"['Street:  5 Blok I 13 5 Jln Pju 1/37 Prima Square Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037880-2616', 'Zip code  46500', 'Country calling code  +60', 'Country  Malaysia']",5 Blok I 13 5 Jln Pju 1/37 Prima Square Petaling Jaya,Petaling Jaya,Selangor,037880-2616,46500,+60,Malaysia,"5 Blok I 13 5 Jln Pju 1/37 Prima Square Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  22 Jln Nipah 14 Taman Daya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07355-2218', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",22 Jln Nipah 14 Taman Daya,Johor Bahru,Johor,07355-2218,81100,+60,Malaysia,"22 Jln Nipah 14 Taman Daya, Johor Bahru, Johor"
"['Street:  749/2 Jln Cheras Batu 12 3/4', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  038739-1336', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",749/2 Jln Cheras Batu 12 3/4,Kajang,Selangor,038739-1336,43000,+60,Malaysia,"749/2 Jln Cheras Batu 12 3/4, Kajang, Selangor"
"['Street:  Jalan PJS 11/8, Bandar Sunway,', 'City:   .malaysia', 'State/province/area:    Petaling Jaya', 'Phone number  603-5636 8773', 'Zip code  46150', 'Country calling code  +60', 'Country  Malaysia']","Jalan PJS 11/8, Bandar Sunway,",.malaysia,Petaling Jaya,603-5636 8773,46150,+60,Malaysia,"Jalan PJS 11/8, Bandar Sunway,, .malaysia, Petaling Jaya"
"['Street:  27B Jln Bampfylde Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08241-4730', 'Zip code  93200', 'Country calling code  +60', 'Country  Malaysia']",27B Jln Bampfylde Kuching,Kuching,Sarawak,08241-4730,93200,+60,Malaysia,"27B Jln Bampfylde Kuching, Kuching, Sarawak"
"['Street:  Aras Bawah Lapangan Terbang Antarabangsa K.K', 'City:   Kota Kinabalu', 'State/province/area:    Sabah', 'Phone number  088-252680/264640', 'Zip code  14384', 'Country calling code  +60', 'Country  Malaysia']",Aras Bawah Lapangan Terbang Antarabangsa K.K,Kota Kinabalu,Sabah,088-252680/264640,14384,+60,Malaysia,"Aras Bawah Lapangan Terbang Antarabangsa K.K, Kota Kinabalu, Sabah"
"['Street:  Lot 3433 Batu 1 1/2 Jalan Kota Raja Kampung Jawa', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 33742155', 'Zip code  41000', 'Country calling code  +60', 'Country  Malaysia']",Lot 3433 Batu 1 1/2 Jalan Kota Raja Kampung Jawa,Klang,Selangor,(603) 33742155,41000,+60,Malaysia,"Lot 3433 Batu 1 1/2 Jalan Kota Raja Kampung Jawa, Klang, Selangor"
"['Street:  15, Jalan SS 15/5A,', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  03-5637-3389', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']","15, Jalan SS 15/5A,",Subang Jaya,Selangor,03-5637-3389,47500,+60,Malaysia,"15, Jalan SS 15/5A,, Subang Jaya, Selangor"
"['Street:  19 Jalan Dedap 17 Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 3544111', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",19 Jalan Dedap 17 Taman Jaya,Johor Bahru,Johor,(607) 3544111,81100,+60,Malaysia,"19 Jalan Dedap 17 Taman Jaya, Johor Bahru, Johor"
"['Street:  7 Jln Daya 6 Taman Daya Kepong', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036272-1583', 'Zip code  52100', 'Country calling code  +60', 'Country  Malaysia']",7 Jln Daya 6 Taman Daya Kepong,Kuala Lumpur,Wilayah Persekutuan,036272-1583,52100,+60,Malaysia,"7 Jln Daya 6 Taman Daya Kepong, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  31 Lkg Raja Lumu Kawasan Industri Pendamaran Pelabuhan Pelabuhan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033168-5938', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']",31 Lkg Raja Lumu Kawasan Industri Pendamaran Pelabuhan Pelabuhan,Klang,Selangor,033168-5938,42000,+60,Malaysia,"31 Lkg Raja Lumu Kawasan Industri Pendamaran Pelabuhan Pelabuhan, Klang, Selangor"
"['Street:  G Menara Belfield Jalan Talalla', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 21489024', 'Zip code  50460', 'Country calling code  +60', 'Country  Malaysia']",G Menara Belfield Jalan Talalla,Kuala Lumpur,Wilayah Persekutuan,(603) 21489024,50460,+60,Malaysia,"G Menara Belfield Jalan Talalla, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1 25A Lbh Farquhar Georgetown', 'City:   Georgetown', 'State/province/area:    Pulau Pinang', 'Phone number  6042633117', 'Zip code  10200', 'Country calling code  +60', 'Country  Malaysia']",1 25A Lbh Farquhar Georgetown,Georgetown,Pulau Pinang,6042633117,10200,+60,Malaysia,"1 25A Lbh Farquhar Georgetown, Georgetown, Pulau Pinang"
"['Street:  No. 160 Jln 2/3A Pusat Bandar Utara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036137-0525', 'Zip code  68100', 'Country calling code  +60', 'Country  Malaysia']",No. 160 Jln 2/3A Pusat Bandar Utara,Kuala Lumpur,Wilayah Persekutuan,036137-0525,68100,+60,Malaysia,"No. 160 Jln 2/3A Pusat Bandar Utara, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  15 Jln Bukit Mewah 10A Taman Bukit Mewah', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  038737-8177', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",15 Jln Bukit Mewah 10A Taman Bukit Mewah,Kajang,Selangor,038737-8177,43000,+60,Malaysia,"15 Jln Bukit Mewah 10A Taman Bukit Mewah, Kajang, Selangor"
"['Street:  19 Jalan Ss21/60 Damansara Utama', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60377222685', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']",19 Jalan Ss21/60 Damansara Utama,Petaling Jaya,Selangor,60377222685,47400,+60,Malaysia,"19 Jalan Ss21/60 Damansara Utama, Petaling Jaya, Selangor"
"['Street:  85B Kampung Masjid Tambun', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05549-8019', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",85B Kampung Masjid Tambun,Ipoh,Perak,05549-8019,31400,+60,Malaysia,"85B Kampung Masjid Tambun, Ipoh, Perak"
"['Street:  1 36 Jln Nyonya', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032141-2072', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",1 36 Jln Nyonya,Kuala Lumpur,Wilayah Persekutuan,032141-2072,55100,+60,Malaysia,"1 36 Jln Nyonya, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Batu 5 1/4, Jalan Meru,', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  03-3392-9044', 'Zip code  41050', 'Country calling code  +60', 'Country  Malaysia']","Batu 5 1/4, Jalan Meru,",Klang,Selangor,03-3392-9044,41050,+60,Malaysia,"Batu 5 1/4, Jalan Meru,, Klang, Selangor"
"['Street:  TB953, Miles 3, Jalan Kuhara P.O.Box', 'City:   Tawau', 'State/province/area:    Sabah', 'Phone number  089-713249', 'Zip code  61450', 'Country calling code  +60', 'Country  Malaysia']","TB953, Miles 3, Jalan Kuhara P.O.Box",Tawau,Sabah,089-713249,61450,+60,Malaysia,"TB953, Miles 3, Jalan Kuhara P.O.Box, Tawau, Sabah"
"['Street:  20 Jln Utara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032141-3889', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",20 Jln Utara,Kuala Lumpur,Wilayah Persekutuan,032141-3889,55100,+60,Malaysia,"20 Jln Utara, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Batu 28, Simpang Tiga Ijok,', 'City:   Batang Berjuntai', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 3324-4816', 'Zip code  45600', 'Country calling code  +60', 'Country  Malaysia']","Batu 28, Simpang Tiga Ijok,",Batang Berjuntai,Selangor,+60 (0)3 3324-4816,45600,+60,Malaysia,"Batu 28, Simpang Tiga Ijok,, Batang Berjuntai, Selangor"
"['Street:  790, Jalan 17/22,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 7726-8356', 'Zip code  46400', 'Country calling code  +60', 'Country  Malaysia']","790, Jalan 17/22,",Petaling Jaya,Selangor,+60 (0)3 7726-8356,46400,+60,Malaysia,"790, Jalan 17/22,, Petaling Jaya, Selangor"
"['Street:  Unit 5.2, Level 5, Cp Tower 11 Section 16/11 Jalan Damansara', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-74942820', 'Zip code  46350', 'Country calling code  +60', 'Country  Malaysia']","Unit 5.2, Level 5, Cp Tower 11 Section 16/11 Jalan Damansara",Petaling Jaya,Selangor,03-74942820,46350,+60,Malaysia,"Unit 5.2, Level 5, Cp Tower 11 Section 16/11 Jalan Damansara, Petaling Jaya, Selangor"
"['Street:  35 Jalan Emas Putih 4 Taman Sri Skudai', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 5575939', 'Zip code  81300', 'Country calling code  +60', 'Country  Malaysia']",35 Jalan Emas Putih 4 Taman Sri Skudai,Johor Bahru,Johor,(607) 5575939,81300,+60,Malaysia,"35 Jalan Emas Putih 4 Taman Sri Skudai, Johor Bahru, Johor"
"['Street:  80 Jln Tampoi', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  607-3338620', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",80 Jln Tampoi,Johor Bahru,Johor,607-3338620,81200,+60,Malaysia,"80 Jln Tampoi, Johor Bahru, Johor"
"['Street:  11th Floor Menara MAA 12 Jalan Dewan Bahasa', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 21468240', 'Zip code  50460', 'Country calling code  +60', 'Country  Malaysia']",11th Floor Menara MAA 12 Jalan Dewan Bahasa,Kuala Lumpur,Wilayah Persekutuan,(603) 21468240,50460,+60,Malaysia,"11th Floor Menara MAA 12 Jalan Dewan Bahasa, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  66 Kampung TGH Tanjung Kuala Pilah Negeri Sembilan', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (606) 4889896', 'Zip code  71500', 'Country calling code  +60', 'Country  Malaysia']",66 Kampung TGH Tanjung Kuala Pilah Negeri Sembilan,Ipoh,Perak,(606) 4889896,71500,+60,Malaysia,"66 Kampung TGH Tanjung Kuala Pilah Negeri Sembilan, Ipoh, Perak"
"['Street:  Blok E, Taman Cheras Prima,', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  +60 (0)85 655442', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']","Blok E, Taman Cheras Prima,",Kajang,Selangor,+60 (0)85 655442,43000,+60,Malaysia,"Blok E, Taman Cheras Prima,, Kajang, Selangor"
